"IfcGUID","Level","Room: Number","Assembly Code","Assembly Description","Family","Type"
"0a_hlvWo11kemlZznb3gFb","5ET","523","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3gAm","5ET","523","","","Meuble bas - 2 Portes","900mm x 450mm"
"0a_hlvWo11kemlZznb3qkN","5ET","525","E2010","Fixed Furnishings","Tableau","248 x 124"
"0a_hlvWo11kemlZznb3qkx","5ET","525","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3qjZ","5ET","525","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3qfU","5ET","525","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3qsR","5ET","525","","","Meuble bas - 2 Portes","900mm x 450mm"
"0a_hlvWo11kemlZznb3qtp","5ET","525","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3qqV","5ET","526","","","Table ronde - Réunion","Avec chaises"
"0a_hlvWo11kemlZznb3qrv","5ET","526","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3qot","5ET","526","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3qmK","5ET","526","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3qmw","5ET","528","","","Table de réunion","10 personnes"
"0a_hlvWo11kemlZznb3qxf","5ET","529","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3quQ","5ET","529","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3r69","5ET","529","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3r7i","5ET","529","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3r7o","5ET","529","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3r3E","5ET","530","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3r1W","5ET","530","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3r1s","5ET","530","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3rFY","5ET","530","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3rAb","5ET","530","E2010","Fixed Furnishings","Tableau","248 x 124"
"09DHfDPXH8$fjhSYyE0Esq","5ET","531F","","","Sèche main","Fixé au mur"
"09DHfDPXH8$fjhSYyE0Ess","5ET","531F","","","Miroir","400 x 1500"
"3QH2hssRH9$Q482U2YgZDr","5ET","531H","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"3QH2hssRH9$Q482U2YgZDs","5ET","531H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgZDt","5ET","531H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"09DHfDPXH8$fjhSYyE0Est","5ET","531H","","","Sèche main","Fixé au mur"
"09DHfDPXH8$fjhSYyE0Esm","5ET","531H","","","Miroir","400 x 1500"
"0a_hlvWo11kemlZznb3rBl","5ET","532","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3r9M","5ET","532","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3r9L","5ET","532","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3r9$","5ET","532","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3rKN","5ET","532","","","Bureau simple","Standard"
"0a_hlvWo11kemlZznb3rKM","5ET","532","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0a_hlvWo11kemlZznb3rIT","5ET","532","","","Armoire - 2 portes","1200 mm x 450 mm"
"3QH2hssRH9$Q482U2YgZnO","5ET","534","E2010","Fixed Furnishings","Meuble evier","100 x 60 cm"
"0a_hlvWo11kemlZznb3gVo","5ET","534","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3gcz","5ET","534","","","Table ronde - Réunion","Avec chaises"
"0a_hlvWo11kemlZznb3gaK","5ET","534","","","Table ronde - Réunion","Avec chaises"
"0a_hlvWo11kemlZznb3rjN","5ET","waiting-area","","","Table basse","Plastique - Carrée"
"0a_hlvWo11kemlZznb3rhr","5ET","waiting-area","","","Chaise basse","Plastique - Noir"
"0a_hlvWo11kemlZznb3rss","5ET","waiting-area","","","Chaise basse","Plastique - Noir"
"0a_hlvWo11kemlZznb3rtN","5ET","waiting-area","","","Chaise basse","Plastique - Noir"
"0a_hlvWo11kemlZznb3rqC","5ET","waiting-area","","","Chaise basse","Plastique - Noir"
"0a_hlvWo11kemlZznb3rog","5ET","waiting-area","","","Table simple","Table simple"
"0a_hlvWo11kemlZznb3r_F","5ET","waiting-area","","","Casier 4x3","Casier 4x3"
"0a_hlvWo11kemlZznb3rwF","5ET","waiting-area","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3rvG","5ET","waiting-area","","","Armoire - 2 portes","1200 mm x 450 mm"
"3ipRFivfD2RetyMn15G97r","6ET","603","","","Armoire - 2 portes","1200 mm x 450 mm"
"3ipRFivfD2RetyMn15G9Ab","6ET","603","","","Table simple","Table simple - 1 chaise"
"3ipRFivfD2RetyMn15G9SI","6ET","604","","","Table simple","Table simple"
"3ipRFivfD2RetyMn15G9UD","6ET","604","","","Table simple","Table simple"
"3ipRFivfD2RetyMn15GABc","6ET","610","E2010","Fixed Furnishings","Tableau","150 x 80"
"3ipRFivfD2RetyMn15GAC2","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GAET","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GAmU","6ET","610","E2010","Fixed Furnishings","Tableau","248 x 124"
"3ipRFivfD2RetyMn15GAmv","6ET","610","E2010","Fixed Furnishings","Tableau","248 x 124"
"3ipRFivfD2RetyMn15GAnv","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GAqA","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GArH","6ET","610","","","Table simple","Table simple - 1 chaise"
"3ipRFivfD2RetyMn15GAtk","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GAtX","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GAtZ","6ET","610","","","Table ronde - Réunion","Avec chaises"
"3ipRFivfD2RetyMn15GAiG","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GAjJ","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GAkk","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G9H7","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G9H6","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G9HP","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G9HJ","6ET","610","","","Table ronde - Réunion","Avec chaises"
"3ipRFivfD2RetyMn15G9KF","6ET","610","","","Table simple","Table simple - 1 chaise"
"3ipRFivfD2RetyMn15G9Mj","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G9Mi","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G9Nb","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G9OM","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G90E","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G91D","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G92Q","6ET","610","","","Table simple","Table simple"
"3ipRFivfD2RetyMn15G96$","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15G97x","6ET","610","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GBuW","6ET","620","","","Table ronde - Réunion","Avec chaises"
"3ipRFivfD2RetyMn15GBwZ","6ET","620","","","Table ronde - Réunion","Avec chaises"
"3ipRFivfD2RetyMn15GBzH","6ET","620","","","Table simple","Table simple"
"3ipRFivfD2RetyMn15GANN","6ET","620","","","Claustra - 01","1000mm x 1600mm"
"3ipRFivfD2RetyMn15GAP4","6ET","620","","","Claustra - 01","1000mm x 1600mm"
"3ipRFivfD2RetyMn15GAPn","6ET","620","","","Claustra - 01","1000mm x 1600mm"
"3ipRFivfD2RetyMn15GAQg","6ET","620","","","Claustra - 01","1000mm x 1600mm"
"3ipRFivfD2RetyMn15GAR7","6ET","620","","","Claustra - 01","1000mm x 1600mm"
"3ipRFivfD2RetyMn15GARy","6ET","620","","","Claustra - 01","1000mm x 1600mm"
"3ipRFivfD2RetyMn15GA87","6ET","631H","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"3ipRFivfD2RetyMn15GA86","6ET","631H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3ipRFivfD2RetyMn15GA8P","6ET","631H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3ipRFivfD2RetyMn15GA9c","6ET","631H","","","Miroir","400 x 90"
"3ipRFivfD2RetyMn15GAAZ","6ET","631H","","","Sèche main","Fixé au mur"
"13a0gnNND2NwVk38HdUDSK","6ET","cloakarea","","","Armoire - 2 portes","1200 mm x 450 mm"
"13a0gnNND2NwVk38HdUDQB","6ET","cloakarea","","","Armoire - 2 portes","1200 mm x 450 mm"
"13a0gnNND2NwVk38HdUDOk","6ET","cloakarea","","","Armoire - 2 portes","1200 mm x 450 mm"
"3QH2hssRH9$Q482U2YgiTX","6ET","kitchen","E2010","Fixed Furnishings","Meuble evier","100 x 60 cm"
"3ipRFivfD2RetyMn15GAS2","6ET","kitchen","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GATv","6ET","kitchen","","","Table simple","Table simple - 2 chaises"
"3ipRFivfD2RetyMn15GAUs","6ET","kitchen","","","Table simple","Table simple - 2 chaises"
