"IfcGUID","Level","Room: Number","Assembly Code","Assembly Description","Family","Type"
"3AcHX1ZTT0Aeh0mxS3au6a","1ET","104","E2010","Fixed Furnishings","Siège gradins","Default"
"3AcHX1ZTT0Aeh0mxS3au6b","1ET","104","E2010","Fixed Furnishings","Bureau gradins","43 x 38"
"3AcHX1ZTT0Aeh0mxS3au6g","1ET","104","E2010","Fixed Furnishings","Siège gradins","Default"
"3AcHX1ZTT0Aeh0mxS3au6h","1ET","104","E2010","Fixed Furnishings","Bureau gradins","43 x 38"
"3AcHX1ZTT0Aeh0mxS3au6e","1ET","104","E2010","Fixed Furnishings","Siège gradins","Default"
"3AcHX1ZTT0Aeh0mxS3au6f","1ET","104","E2010","Fixed Furnishings","Bureau gradins","43 x 38"
"3AcHX1ZTT0Aeh0mxS3au6k","1ET","104","E2010","Fixed Furnishings","Siège gradins","Default"
"3AcHX1ZTT0Aeh0mxS3au6l","1ET","104","E2010","Fixed Furnishings","Bureau gradins","43 x 38"
"3AcHX1ZTT0Aeh0mxS3au6i","1ET","104","E2010","Fixed Furnishings","Siège gradins","Default"
"3AcHX1ZTT0Aeh0mxS3au6j","1ET","104","E2010","Fixed Furnishings","Bureau gradins","43 x 38"
"3AcHX1ZTT0Aeh0mxS3au6I","1ET","104","E2010","Fixed Furnishings","Siège gradins","Default"
"3AcHX1ZTT0Aeh0mxS3au6J","1ET","104","E2010","Fixed Furnishings","Bureau gradins","43 x 38"
"1qa4NNgIf4iPU6$0WFnVjF","1ET","111","E2010","Fixed Furnishings","Tableau","150 x 80"
"1qa4NNgIf4iPU6$0WFnVXi","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVXj","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVag","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVah","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVaf","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVak","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVbO","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVbP","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVbU","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVbV","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVxn","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVxs","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVxt","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVxq","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVuo","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVup","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVum","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVun","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVur","1ET","111","E2010","Fixed Furnishings","Tableau","150 x 80"
"1qa4NNgIf4iPU6$0WFnV$c","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnV$d","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnV$a","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnV$b","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnV$P","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnV$U","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnV$V","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnV$S","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVy6","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVy7","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"1qa4NNgIf4iPU6$0WFnVy4","1ET","111","","","Bureau simple","Standard"
"1qa4NNgIf4iPU6$0WFnVy5","1ET","111","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"328bbNLJ15LfwQRgZE3U3K","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"328bbNLJ15LfwQRgZE3U3i","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3Q6P26NP17COkydppomwd_","1ET","120","E2020","Moveable Furnishings","Bureau enseignant","Bureau double"
"3AcHX1ZTT0Aeh0mxS3au3f","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3au3k","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3au3l","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3au3i","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avzT","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avz2","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avz3","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avz0","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avu0","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avu1","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avu6","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avu7","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avvl","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avvi","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avvj","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avvI","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avrL","1ET","120","E2020","Moveable Furnishings","Bureau élève","Double"
"3AcHX1ZTT0Aeh0mxS3avtW","1ET","120","E2010","Fixed Furnishings","Tableau","400 x 124"
"3nwWKGg1v0Au54T_Nx$Puz","1ET","121","E2010","Fixed Furnishings","Tableau","248 x 124"
"3nwWKGg1v0Au54T_Nx$Py3","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Py2","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Py5","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Py4","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Py7","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Py6","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Pyu","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Pyx","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Pyw","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Pyy","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Pp0","1ET","121","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Pnm","1ET","121","","","Table simple","Table simple - 1 chaise"
"3nwWKGg1v0Au54T_Nx$PAf","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PAe","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PAh","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PAg","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PAk","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PAX","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PAW","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PAZ","1ET","129","","","Table simple","Table simple - 1 chaise"
"3nwWKGg1v0Au54T_Nx$PB3","1ET","129","E2010","Fixed Furnishings","Tableau","248 x 124"
"3nwWKGg1v0Au54T_Nx$PEa","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PEd","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PEc","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$PFP","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$P1$","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$P1_","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$P1n","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$P6J","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$P6I","1ET","129","E2020","Moveable Furnishings","Bureau élève","Double"
"33K4oEsg19gANG0rkQxsX9","1ET","131","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"33K4oEsg19gANG0rkQxsXA","1ET","131","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"33K4oEsg19gANG0rkQxsXB","1ET","131","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"2MdVwm5tHB8O2AnKvxSsXR","1ET","131","","","Miroir","400 x 1500"
"2MdVwm5tHB8O2AnKvxSscN","1ET","131","","","Sèche main","Fixé au mur"
"3Q6P26NP17COkydppomtyW","1ET","132","E2020","Moveable Furnishings","Bureau enseignant","Bureau double"
"0Ag5qKrbH4tAec2NzQpgX6","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgX7","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgX8","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgX9","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXA","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXB","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXC","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXD","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXJ","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXK","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXL","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXo","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXp","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXq","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgXr","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"0Ag5qKrbH4tAec2NzQpgW0","1ET","132","E2010","Fixed Furnishings","Tableau","400 x 124"
"3nwWKGg1v0Au54T_Nx$P4f","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$P4e","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$P4h","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$P4g","1ET","132","E2020","Moveable Furnishings","Bureau élève","Double"
"2MdVwm5tHB8O2AnKvxSsd$","1ET","134","","","Miroir","400 x 1500"
"03Q4jLetPAPwV3ruhYOPVc","1ET","espace-eleves","","","Table - Ronde","Haute"
"03Q4jLetPAPwV3ruhYOP8w","1ET","espace-eleves","","","Table basse","Plastique - Carrée"
"03Q4jLetPAPwV3ruhYOPhD","1ET","espace-eleves","","","Chaise basse","Plastique - Noir"
"03Q4jLetPAPwV3ruhYOOMh","1ET","espace-eleves","","","Table - Ronde","Basse"
"03Q4jLetPAPwV3ruhYOOkG","1ET","espace-eleves","","","Table","85 x 85 x 75 cm - Panneau"
"03Q4jLetPAPwV3ruhYOOkH","1ET","espace-eleves","","","Chaise haute","Standard"
"03Q4jLetPAPwV3ruhYOOkE","1ET","espace-eleves","","","Chaise haute","Standard"
"03Q4jLetPAPwV3ruhYOOlP","1ET","espace-eleves","","","Table","85 x 85 x 75 cm - Panneau"
"03Q4jLetPAPwV3ruhYOOlM","1ET","espace-eleves","","","Chaise haute","Standard"
"03Q4jLetPAPwV3ruhYOOlN","1ET","espace-eleves","","","Chaise haute","Standard"
"03Q4jLetPAPwV3ruhYOOlf","1ET","espace-eleves","","","Table - Ronde","Basse"
"03Q4jLetPAPwV3ruhYOOiV","1ET","espace-eleves","","","Chaise basse","Plastique - Noir"
"03Q4jLetPAPwV3ruhYOOjE","1ET","espace-eleves","","","Chaise basse","Plastique - Noir"
"03Q4jLetPAPwV3ruhYO79w","1ET","espace-eleves","","","Canapé","Espace élèves"
"03Q4jLetPAPwV3ruhYO7fW","1ET","espace-eleves","","","Canapé - Angle","Espace élèves"
"03Q4jLetPAPwV3ruhYO6La","1ET","espace-eleves","","","Canapé","Espace élèves"
"03Q4jLetPAPwV3ruhYO6II","1ET","espace-eleves","","","Canapé","Espace élèves"
"03Q4jLetPAPwV3ruhYO6SP","1ET","espace-eleves","","","Canapé - Angle","Espace élèves"
"03Q4jLetPAPwV3ruhYO6Sx","1ET","espace-eleves","","","Canapé","Espace élèves"
"03Q4jLetPAPwV3ruhYO67l","1ET","espace-eleves","","","Chaise basse","Plastique - Noir"
"03Q4jLetPAPwV3ruhYO65y","1ET","espace-eleves","","","Chaise basse","Plastique - Noir"
"03Q4jLetPAPwV3ruhYO63K","1ET","espace-eleves","","","Table - Ronde","Haute"
"03Q4jLetPAPwV3ruhYO603","1ET","espace-eleves","","","Table - Ronde","Haute"
"3cgL22Rh50aPZnHkdtNFdT","1ET","espace-eleves","","","Distributeur - Machine","Nourritures"
"3cgL22Rh50aPZnHkdtNFdS","1ET","espace-eleves","","","Distributeur - Machine","Boissons"
"03Q4jLetPAPwV3ruhYO6lS","1ET","north-corridor","","","Armoire - 2 portes","1200 mm x 450 mm"
"3c$4uee6L4ivFIezoWgDPQ","2ET","","","","Vidéoprojecteur","Fixé au plafond"
"32A6$5Vjb7JPcNM1MldOQm","2ET","","","","Vidéoprojecteur","Fixé au plafond"
"0Fswg2Ls1BChdFOMvr2HMz","2ET","","","","Vidéoprojecteur","Fixé au plafond"
"2MdVwm5tHB8O2AnKvxSs_P","2ET","201F","","","Miroir","400 x 1500"
"3QH2hssRH9$Q482U2YgiPE","2ET","201H","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"3QH2hssRH9$Q482U2YgiPF","2ET","201H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgiP8","2ET","201H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgiP9","2ET","201H","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"3QH2hssRH9$Q482U2YgiPA","2ET","201H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgiPB","2ET","201H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"2MdVwm5tHB8O2AnKvxSs$C","2ET","201H","","","Miroir","400 x 90"
"3nwWKGg1v0Au54T_Nx$UIn","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$UHm","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$UMN","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$UMg","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$UKZ","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$UKY","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$UKb","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$UKa","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$ULx","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$ULw","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$ULz","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$ULy","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$VgJ","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$VgI","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$VgL","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$Vgs","2ET","203","E2020","Moveable Furnishings","Bureau élève","Double"
"3nwWKGg1v0Au54T_Nx$VkQ","2ET","203","","","Bureau simple","Standard"
"3nwWKGg1v0Au54T_Nx$Vln","2ET","203","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2HhY","2ET","203","E2010","Fixed Furnishings","Tableau","400 x 124"
"0Fswg2Ls1BChdFOMvr2HcM","2ET","204","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HcH","2ET","204","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Hz3","2ET","204","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Hz2","2ET","204","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Hyf","2ET","204","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Hye","2ET","204","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Hy7","2ET","204","","","Bureau simple","Standard"
"0Fswg2Ls1BChdFOMvr2H_s","2ET","204","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2Hvv","2ET","204","E2010","Fixed Furnishings","Tableau","400 x 124"
"0Fswg2Ls1BChdFOMvr2Hr3","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Hr2","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HrD","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HrC","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Htg","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Htr","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Htq","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Htt","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HtO","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HtR","2ET","206","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Hm1","2ET","206","","","Table simple","Table simple"
"0Fswg2Ls1BChdFOMvr2HCA","2ET","206","E2010","Fixed Furnishings","Tableau","150 x 80"
"0Fswg2Ls1BChdFOMvr2HFq","2ET","206","E2010","Fixed Furnishings","Tableau","248 x 124"
"0Fswg2Ls1BChdFOMvr2HFH","2ET","207","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HAW","2ET","207","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2H5Z","2ET","207","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2H5Y","2ET","207","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2H4y","2ET","207","","","Bureau simple","Standard"
"0Fswg2Ls1BChdFOMvr2H4$","2ET","207","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2H0g","2ET","207","","","Bureau simple","Standard"
"0Fswg2Ls1BChdFOMvr2H0r","2ET","207","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2H0p","2ET","207","","","Bureau simple","Standard"
"0Fswg2Ls1BChdFOMvr2H0o","2ET","207","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2H0z","2ET","207","","","Bureau simple","Standard"
"0Fswg2Ls1BChdFOMvr2H0y","2ET","207","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2H3b","2ET","207","E2010","Fixed Furnishings","Tableau","248 x 124"
"3MbHwZuR50ffDSWGFtIY7l","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIY7W","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIY0g","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIY0h","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIY$p","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIY$q","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIY$2","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIY$3","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIY_r","2ET","211","E2010","Fixed Furnishings","Tableau","248 x 124"
"3MbHwZuR50ffDSWGFtIWnf","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWng","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWkP","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWkQ","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWj$","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWjm","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWjo","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWjp","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWgi","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWgj","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWgW","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWgX","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWeB","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWeC","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWeD","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWeE","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWeF","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWe0","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWe1","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWe2","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWe7","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWdu","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWaP","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWaQ","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIWZH","2ET","211","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWZI","2ET","211","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2HTk","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HTf","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HTe","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HS7","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HS6","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HS1","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HVg","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HVr","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
